,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
wash,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.693301285939874E-5,1.6771065572520783E-4,2.4476131243952865E-7,3.0363192669062187E-8,5.655207945256229E-4,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,8.727356058969125E-4,7.356395978022915E-8,4.958416041085737E-4,2.1463939348335064E-4,2.4779382958673193E-7,9.316527435822403E-8
afraid,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,6.58074506516968E-4,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,6.679854240728057E-4,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,3.474715129375169E-4,1.6771065572520783E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,6.858346189162167E-4,3.9453754873031904E-7,2.908149303221968E-7,2.2076544330046767E-4,1.653025706384226E-4,1.0726606370982042E-7,2.4804162341631863E-4,9.316527435822403E-8
worthless,1.3114187868847459E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.0117826594131143E-4,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,1.8844411680294003E-7,7.090686531222326E-4,3.3018414700062375E-7,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,7.894696350093683E-4,2.908149303221968E-7,5.885852422016133E-4,3.3053903347015116E-8,2.1463939348335064E-4,2.4779382958673193E-7,9.316527435822403E-8
lucki,4.369939309845871E-8,1.487013587976611E-4,4.7419553067947113E-4,9.399721561447908E-8,4.6291444549859074E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,7.090686531222326E-4,6.60698478148248E-4,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.2076544330046767E-4,2.3141037733245284E-4,1.0737332977353022E-4,4.958354530030506E-4,9.325843963258224E-5
clunki,3.0593945108230944E-4,1.4855280599166946E-7,1.5801250605780445E-7,3.760828596735308E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,2.606253462448108E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.3402548255235306E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.3224866729140747E-4,2.1463939348335064E-4,2.4779382958673193E-7,9.316527435822403E-8
remind,2.18540664885392E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,4.6291444549859074E-4,1.6678861694375538E-7,3.008773885527587E-7,2.5794893744879993E-4,2.2258761215355072E-7,3.48600525759313E-7,1.84563316003557E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,4.8584144589766405E-4,1.8844411680294003E-7,3.546229379898993E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
venu,3.0593945108230944E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.5794893744879993E-4,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,1.6754311261259526E-7,0.001224051323510083,6.0756748530793425E-5,1.8844411680294003E-7,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.430886824263533E-4,3.9453754873031904E-7,2.9110574525251893E-4,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,0.0013044070062894946
transit,3.0593945108230944E-4,2.9725416478933056E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.951903103913423E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,6.447367375117973E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.3141037733245284E-4,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
scan,3.0593945108230944E-4,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,2.1257271187610435E-4,9.42409028131503E-4,1.772228575661666E-7,3.3018414700062375E-7,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,3.67893362860926E-4,6.614086059737724E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
layout,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.312953376989546E-4,2.606253462448108E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.7740008042373273E-4,6.60698478148248E-4,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,4.297337974145435E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
notif,4.374309249155716E-5,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.5794893744879993E-4,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,2.606253462448108E-4,1.6754311261259526E-7,2.4476131243952865E-7,2.1257271187610435E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.430886824263533E-4,3.949320862790493E-4,2.908149303221968E-7,7.356395978022915E-8,4.627877007615586E-4,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
reload,1.3114187868847459E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.409121283009355E-5,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8863256091974294E-4,1.7740008042373273E-4,6.60698478148248E-4,2.7480175065607026E-4,1.2047738894566397E-4,6.447367375117973E-4,3.430886824263533E-4,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,5.36437584612812E-4,2.4779382958673193E-7,9.316527435822403E-8
bump,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,3.7707667772268294E-4,1.772228575661666E-7,3.3018414700062375E-7,0.0012361272152200341,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,2.97518184026483E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
attent,1.3114187868847459E-4,1.4855280599166946E-7,4.7419553067947113E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,1.7377917955210478E-4,1.6771065572520783E-4,7.345286986310256E-4,3.0363192669062187E-8,1.8844411680294003E-7,0.0010635143682545657,3.305143311476243E-4,1.3746954143264685E-4,1.2047738894566397E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,7.436292825897825E-4,2.7958898834903027E-4
bulki,4.807370234761442E-4,1.4855280599166946E-7,1.5801250605780445E-7,2.820856440590517E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,5.819206755747157E-4,7.356395978022915E-8,2.3141037733245284E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
ratio,3.0593945108230944E-4,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,3.337440225044545E-4,6.020556544940702E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,5.21163846322929E-4,6.703399935629936E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8863256091974294E-4,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,4.298961052186293E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
challeng,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,2.3616405356443923E-4,2.606253462448108E-4,1.6754311261259526E-7,2.4476131243952865E-7,4.554782532286018E-4,3.7707667772268294E-4,1.772228575661666E-7,3.305143311476243E-4,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.308695725036213E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
tough,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,0.0013882806533918257,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,4.4539781191925496E-4,3.48600525759313E-7,1.84563316003557E-4,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,1.8844411680294003E-7,1.772228575661666E-7,3.305143311476243E-4,5.494661691029172E-4,4.815484846869147E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,2.1463939348335064E-4,2.4779382958673193E-7,9.316527435822403E-8
justifi,2.18540664885392E-4,1.4855280599166946E-7,4.7419553067947113E-4,0.0012220578002038423,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.97518184026483E-4,1.0726606370982042E-7,4.958354530030506E-4,9.316527435822403E-8
command,1.3114187868847459E-4,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.036622898832909E-4,1.8844411680294003E-7,8.862915106883992E-4,3.3018414700062375E-7,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.3141037733245284E-4,4.2917152090299153E-4,2.4779382958673193E-7,9.316527435822403E-8
unplug,4.369939309845871E-8,1.4855280599166946E-7,3.161830246216667E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,9.029330430468289E-4,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,1.8437893706649055E-7,1.1811153991063306E-4,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,0.0012407372258207323,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.9835647398543771E-4,1.0726606370982042E-7,7.436292825897825E-4,9.325843963258224E-5
educ,4.369939309845871E-8,1.487013587976611E-4,7.9022054279508E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.5794893744879993E-4,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,4.3431767963022296E-4,1.6754311261259526E-7,2.4500607375196816E-4,1.5184632653798E-4,1.8844411680294003E-7,1.772228575661666E-7,9.908826251488717E-4,1.3733220922342343E-7,4.815484846869147E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,1.472014835202385E-4,3.3053903347015116E-8,1.0726606370982042E-7,4.958354530030506E-4,9.316527435822403E-8
darn,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,6.942559974718994E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,6.975496520443852E-4,1.8437893706649055E-7,2.3616405356443923E-4,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8863256091974294E-4,1.772228575661666E-7,3.3018414700062375E-7,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.430886824263533E-4,3.9453754873031904E-7,2.9110574525251893E-4,7.356395978022915E-8,2.644642806794679E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
shoot,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,7.52071722131447E-4,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,0.0014543654665413062,6.621492019818425E-4,1.9835647398543771E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
heavili,3.496388441807681E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,3.337440225044545E-4,3.008773885527587E-7,0.0010310226760565921,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,2.429359045451665E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
gonna,8.744248559001586E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.84563316003557E-4,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,1.8844411680294003E-7,1.7740008042373273E-4,0.0013210667721494957,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,7.894696350093683E-4,2.908149303221968E-7,2.943294030806968E-4,2.3141037733245284E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
aluminum,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.84563316003557E-4,8.264266218334699E-4,8.693301285939874E-5,1.6771065572520783E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,6.60698478148248E-4,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,4.297337974145435E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
dolphin,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,6.983837945810993E-4,1.8844411680294003E-7,1.772228575661666E-7,3.305143311476243E-4,1.3746954143264685E-4,1.2035703191375024E-7,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,8.582357757422731E-4,2.4779382958673193E-7,9.316527435822403E-8
hub,3.0593945108230944E-4,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,0.001000898490279476,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,5.027968809503984E-4,2.4476131243952865E-7,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,8.426195804281655E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
casual,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,6.703399935629936E-4,0.0014688126359496117,2.429359045451665E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,1.9835647398543771E-4,1.0726606370982042E-7,4.958354530030506E-4,9.316527435822403E-8
feedback,2.18540664885392E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,9.792900110705543E-4,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3746954143264685E-4,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,5.885852422016133E-4,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
